text,isHate,dataset
"significant number of us tweets were americans flipping the bird to is. uk, not so much.",0,hs_offensive
"twitter is suspending the shit out of is, multiple iterations of new regional accounts opening today and suspended within ho",0,hs_offensive
i love cripples! look at all these fucking cripples! goddamit im a people person!,1,hs_offensive
"if you call a player a pussy when hes sidelined by concussion, and a low class when he trash talks, you might be a f",0,hs_offensive
whatta co irs cancelled contract with email backup company right after lerners computer crash,0,hs_offensive
half of it will be about how you became ghetto in compton.,0,hs_offensive
ayyy what fags,0,hs_offensive
"lmfaoooooooooooooooo put that muthafuckin jelly on that bread, bitch spread it",0,hs_offensive
"running like a bitch michael clifford, role model and inspiration to many",0,hs_offensive
"if you ate my pussy, dont ever try to disrespect me. fck nigga i fed you",0,hs_offensive
i hate girls that be like i cant talk to you you got too many hoes bitch where ya competitive spirit at??,0,hs_offensive
niggas expect you to pull this out when they ask where the hoes at,0,hs_offensive
the nigga with no future always have the most hoes,0,hs_offensive
doing nothing as an agenda. unbelievable that the dems failed to use that against the teabaggers.,0,hs_offensive
"just texted my phone, this bitch just blew my high!",0,hs_offensive
rihanna is currently dropping bombs on you bitches!,0,hs_offensive
"give me head kiss yo bitch, you a ill nigga!",0,hs_offensive
hickeys hurt i dont see how people always have them hoes.,0,hs_offensive
when you a bitch they never talking bout you all of a sudden,0,hs_offensive
youre still a pussy,0,hs_offensive
"attractive girls are always the most insecure these shrek looking bitches, walk around thinking their the shit",0,hs_offensive
just seen this little yellow nigga who lives in a pineapplethats some crazy shit.,0,hs_offensive
maybe all these fake bitches will pretend to be real for halloween,0,hs_offensive
school doesnt even test your intelligence it tests ur memoryit tests my ability to keep calm and not slap a bitch,0,hs_offensive
unloyal girls turn good guys into assholes. and unloyal guys turn good women into bitches.,0,hs_offensive
"i hate seeing people with money spend it on stupid shit, you dont need 11 tvs a shark tank you twat",0,hs_offensive
if we date rid of ya exs ll get rid of my hoes dont need no interference,0,hs_offensive
swag fags are now hibernating because great america and christmas in the park are both closed.,0,hs_offensive
11 i wish you would stop being a hoe.,0,hs_offensive
birth control should be mandatory for some of you hoes,0,hs_offensive
guys at parties be screaming these hoes aint loyal but they drunk cheating on they gf with a girl who look like ra,0,hs_offensive
top 3 lies girls tell on twitter1. my dms dont work2. why is my twitter unfollowing people3. im not a hoe,0,hs_offensive
"s to all those girls who are curled up in a ball in their bed waiting for that goodnight text. go to sleep bitch, he",0,hs_offensive
you bitches with a cup boobs need to stop wasting money on bras and just buy some tank tops like the rest of the homies.,0,hs_offensive
cant just tell me anything bitch im one click away from google at all times,0,hs_offensive
i swear i care bout everything but these bitches,0,hs_offensive
fuck them hoes! i have bigger problems like do you cook at your house lol,0,hs_offensive
fuck them hoes! i have bigger problems like do you ever cook at your house lmao,0,hs_offensive
lol what a fake bitch,0,hs_offensive
"vibing with my bitches,on this feeling good",0,hs_offensive
hoes on gish road be lookin like talkin bout 5 dolla sucky sucky,0,hs_offensive
"i wanted change and excitement and to shoot off in all directions myself, like the colored arrows from a fourth of july",0,hs_offensive
charlie sheen engaged to porn star mens tips sex toy the adult toys,0,hs_offensive
theres only like one retarded fucking beaner that does and hes a stupid ass ex,0,hs_offensive
fucking faggot,0,hs_offensive
joshua is a faggot. just suspend him on those grounds,1,hs_offensive
"why is it always the bitches with no money, no job no contribution to anything financial that have the highest standards",0,hs_offensive
pretty bitch is always comin thru,0,hs_offensive
dese hoes aint loyal wal bruh,0,hs_offensive
join me for 8s no fucks given join bitch,0,hs_offensive
all talk blahblah bye bitch,0,hs_offensive
ever look at a bitch tweet and was like bitch stfu?,0,hs_offensive
funny how rick scott accuses charlie crist of changing his positions on everything. ricks positions are dictated by corp,0,hs_offensive
everyday i turn more into a cold heartless bitch.,0,hs_offensive
trigger finger keep my pussy wet? no thanks,0,hs_offensive
hit that bitch with a bottle,0,hs_offensive
"niggaaaaaa, why these bitches trip so hard over a nigga? when will they realize theyre gonna grow up regret the fool?",0,hs_offensive
because hillbillies like sports to,0,hs_offensive
leavin no hope for these hoes,0,hs_offensive
fag,0,hs_offensive
pussy,0,hs_offensive
im not saying im for this but studs will fuck trannys but wont let they bitch strap them down you muhfuckas childish lol,0,hs_offensive
you gotta be straight forward with hoes tell them what you want from jump,0,hs_offensive
vice president biden his wife are in florida today to stump for democrat charlie crist in his bid for governor,0,hs_offensive
pakistani christian couple burnt alive in kasur punjab,0,hs_offensive
as nfl reportedly asks bird m.i.a. for another lets revisit s column on ridiculousness,0,hs_offensive
24. her. when we found her she was so sloppy and i tried to drag her to the car. she was fighting back and the bitch was hea,0,hs_offensive
"28. basically, you cant be bold and be a hoe at the same time.",0,hs_offensive
hoes will be hoes.,1,hs_offensive
lost my erection and found it in your girlfriends pussy,0,hs_offensive
1 day down 39 more days with out pot a faggot,0,hs_offensive
damn it wigga,0,hs_offensive
your tweets remind me of the times when we did the oreo milkshake runs 1am in the morning,0,hs_offensive
imma get my crew on dis fuckin fag real talk nigga up,0,hs_offensive
fuuck jalens a slow bitch!,1,hs_offensive
real few things worse than forcing a conversation with a dumb bitch,0,hs_offensive
chantel isnt a side hoe bc apparently shes lesbian. im done with life. all these months hating her for no reason.,0,hs_offensive
youre retarded enough to be both. but atleast i have a date to bring you on for your birthday,0,hs_offensive
cheating aint no accident hoe! fallin off a bike is a accident! i aint never seen a bitch trip land on no dick!,0,hs_offensive
yall hoes get boyfriends just to tweet about them. then break up to dawg him on here lol,0,hs_offensive
bradshaw aint no hoe,0,hs_offensive
"are you kidding? just lost my fave program. take a belt to that, bitch.",0,hs_offensive
im so weak! ima go stalk him now lmfao! u lucky bitch,0,hs_offensive
guys with colored eyes,0,hs_offensive
just saw dawn of the planet of the apes. one of the better moves ive seen this year. i didnt know if i wanted the apes or,0,hs_offensive
i was about to be like r u queer but cmon jen do u even need to ask,0,hs_offensive
i feel a lot of ppl trash talking indie for all sounding the same but i think any genre youre not v into tends to sound th,0,hs_offensive
anything below a a+ and we disown you ling ling,0,hs_offensive
"dear oreo, whats this i hear about a watermelon flavor? keep your fake fruit flavor out of my crisco sandwiches love",0,hs_offensive
quote this tweet with the funniest pic in ya camera roll this bitch started it all,0,hs_offensive
rt,0,hs_offensive
not every female is a trophy some of yall hoes are just certificates of completion!,0,hs_offensive
and also.pussy!if my shit offends uget off twitterblock meand go suck a cock,0,hs_offensive
hey dicklicker! it says im happily divorced not bitter! homophobic? im not scared of queersi hate em! fudg,1,hs_offensive
"i dont want the pussy if it makes me want to pay your bills and not sleep my sunday mornings away, dont ruin my life.",0,hs_offensive
does anyone know of a good pet sitter in ohio? specifically cats birds. thanks!,0,hs_offensive
yeah i dont think thats okayfuckin drop it. you shouldnt even joke abo,0,hs_offensive
yeah basic bitches are a thing but how many straight white men do you know who are all the same and so boring??,0,hs_offensive
nipple piercings are suppose to be a girls personal secret. but yall hoes get them just to take a selfie,0,hs_offensive
"when you has a frownie, eats a brownie",0,hs_offensive
jessica im not afraid to slit your throat tomorrow,1,hs_offensive
reds havent lost a series at yankee stadium since 1961 world series,0,hs_offensive
"dont let a crisis go to waste.dems exploiting ebola to trash repubs opposed to obama choice for surgeon gen,",0,hs_offensive
anxiety is such a cunt,0,hs_offensive
im never watching brave heart again! you cunts dont want freedom,0,hs_offensive
"when people write a review of my comedy that starts with im not easily offended, but this was just not funny that cunt",0,hs_offensive
i hope the yankees game doesnt get rained out tonight. its going to be a special atmosphere and game. jeter deser,0,hs_offensive
us ghettos by lib ideology by unions by self ds catering 2parasites!,0,hs_offensive
us ghettos by liberal ideology forged by unions bankrupted by self dems catering 2parasites!,0,hs_offensive
us ghettos by liberal ideology forged by unions bankrupted by self dems catering to parasites!,1,hs_offensive
well i play flappy bird now and i dont know why,0,hs_offensive
"dear everyone using natural deodorant, its not working, you stinky bitch.",0,hs_offensive
nooo my nuts bitch,0,hs_offensive
i know who chubb talkin bout lmao definitely not my hoe,0,hs_offensive
my main bitch and my side bitch mad at me but i could give two fucks,0,hs_offensive
so i see no ones participating in the twitter purge,0,hs_offensive
"your still on the side hoe, stfu",0,hs_offensive
aurora is more ghetto then the bellos,0,hs_offensive
damn girl u is a straight hoe!,0,hs_offensive
dsm ber,0,hs_offensive
well i felt sorry for her before but that was stupid. still though is a bitch who wont try that wit,0,hs_offensive
halloween 2011 a spoopy hoe and her pimp daddy,0,hs_offensive
bitch nooooo! kim been mine you dreaming,0,hs_offensive
bitch no im talking to her!,0,hs_offensive
i bet shes a new york yankee prog,0,hs_offensive
"buzzfeed males who live in the city and buy meat under plastic, mock girls who use guns and go hunting. who is more manly?",0,hs_offensive
"dallying is for bitches, bro. i dilly, exclusively.",0,hs_offensive
attention keshonna alexander had the best pussy in the world. taste good asf,0,hs_offensive
how much does your wife wet pussy want another dick. head,0,hs_offensive
fat bitches that think they cute,0,hs_offensive
sheryl crow be my mom,0,hs_offensive
when kennies angry he talks like a ghetto black man and i really dont even think he notices hahahahahahaha im laughing,1,hs_offensive
i drink unicorn tears and they say blondes dont age well you look like youre 20 ho,0,hs_offensive
"if a woman cares about you shell get mad over little things. if you cant handle that, you deserve a hoe.",0,hs_offensive
nothing i hate more than a sneaky bitch,0,hs_offensive
"bae will always be bae. even when bae is not bae, thats still bae. therefore, you hoes can move around please",0,hs_offensive
when you sitting next ya girl and ya side bitch text you hey babe,0,hs_offensive
youve been doing too much math homework hoe,0,hs_offensive
0 energy for these hoes,0,hs_offensive
these hoes are loyal plot twist,0,hs_offensive
im snatching all your bitches at my leisuuuure,0,hs_offensive
"if you hate people so much then go morph into a chihuahua since you want to be a little, whiny bitch so badly.",0,hs_offensive
so i basically become a fearless bitch when im mad,0,hs_offensive
sir career tho apka waise bhi khatam ho chukka. you have become new amar singh so try for publicity,0,hs_offensive
"seeee let that bitch hop in your mentions one more time, hear?",0,hs_offensive
i wish i was one of those girls who guys liked no matter whatike i could wear sweats and my hair up and they would sti,0,hs_offensive
"if i was a bird, you would be the 1st person i shit on.",0,hs_offensive
aye bro you kno how this shit go we in this bitch solid af running free the 1st,0,hs_offensive
free the squaddd we in this bitch solid first block freee us,0,hs_offensive
give me head kiss yo nigga you a ill bitch,0,hs_offensive
gone kill me bitch nigga dont be a girl about,0,hs_offensive
i kno this bitch a thot she wanna meet my momma now,0,hs_offensive
we may or may not be trash at taking pictures together,0,hs_offensive
"che wigga! if she puts up with you its because she loves you, now make it worth her while love her back",0,hs_offensive
"i am so nice, but im such a bitch hard 2 explain",0,hs_offensive
"how you real, dont put no money on you nigga books? but chu buy a bitch chanel just to hit the puss!",1,hs_offensive
"these bitches wanna fuck me, cuz dat molly got dem high",0,hs_offensive
ya bitches got boddies but act like they dont count cause ya loved each other lmaoo,0,hs_offensive
watching the innocence of muslims. that dude who played muhammed must be getting a ton of pussy now.,0,hs_offensive
good pussy change ya life!,0,hs_offensive
guys say wear leggings if you don got no ass see you pussies walking around in muscle shirts without any mus,0,hs_offensive
bet you wont em doe hoes gon be hoes shut up. you a hoe,0,hs_offensive
"youre a fag for using that emoji. anyways, you are one of my best friends there is never a dull moment",0,hs_offensive
tornado sirens atleast ill be dying with you guys and this ho,0,hs_offensive
"i dont want no thot, a thot is a girl that cant get no me, hanging with the other little hoes, wearing her be",0,hs_offensive
you bitch ass nigga,0,hs_offensive
im pretty sure just called that dude a faggot,0,hs_offensive
hoes quick to say they can fuck somebody else bf but what does that do for you but make you look bad? want a cookie?,0,hs_offensive
"if jeremy lin dunked on lebron in a yankees cap, and then celebrated by tebowing in front of brett favre, would espn exp",0,hs_offensive
i would rather fuck a fat chick than allow a nigger into my house.,1,hs_offensive
bruh you trash take yo ass back to college,0,hs_offensive
people be like from bae to who are you real quick i be like bitch dont play with me ill cut you,0,hs_offensive
someone will love your bitch ass it wont be me but someone will love you,0,hs_offensive
all of a sudden all these bitches like soccer today lol,0,hs_offensive
basic bitches not wanted,0,hs_offensive
when ur with ur friend and a bitch u both hate walks past us as n,0,hs_offensive
the karma of fucking over a good girl is the bitch you end up with,0,hs_offensive
okay im kia and my middle names faggot.,0,hs_offensive
"yall stay tracking pussy miles, but refuse to put any effort into controlling your own peen. but okayi guess. whatever ke",0,hs_offensive
bitch what you thought?,0,hs_offensive
"bitch you not cute, you just photogenic",0,hs_offensive
you have a new boyfriend every week tf you doin hoe?,1,hs_offensive
olivia a bird for believing this shit.,0,hs_offensive
i was wearing bucket hats before you basic bitches,0,hs_offensive
"whos gassin these hoes, bp?",0,hs_offensive
when i see a pretty girl i be like yassss slay on these hoes,0,hs_offensive
that bitch got a red cootchee rover and shit,0,hs_offensive
karma is a bitch just make sure that bitch is beautiful.,0,hs_offensive
ive also seen a lot of that were democrats and were for charlie baker! ad which makes me want to scr,0,hs_offensive
that look after you just put a bitch in their place,0,hs_offensive
the same people that be calling people hoes be the main ones sucking dick for a chalupa. worry bout you.,0,hs_offensive
life to short to be salty get u some pussy be happy,0,hs_offensive
im soooo over having a bitch it aint even funny lbs,0,hs_offensive
not only you. and that pom stuff? totally porn.,0,hs_offensive
"you had me at, i hate that bitch too",0,hs_offensive
yea dem hoes crazy,0,hs_offensive
real bitches me make sure you get some even when they not. lol,0,hs_offensive
but i dont fck with broke bitches,0,hs_offensive
every time i come out im never with newwww bitches,0,hs_offensive
"if you ask me, every bitch gay not me im all sexual",0,hs_offensive
thanks charlie,0,hs_offensive
you cant find what you lookin for cuz you too busy likin 2 or 3 bitches at a time and all the same.,0,hs_offensive
i hate messy females that live for mess like go sit down somewhere. go get classy hoe,0,hs_offensive
"got to hold a koala, take selfies with kangaroos, saw a bunch of bad ass birds of prey, and pet a fucking emu today wtf",0,hs_offensive
cincy fans talk trash about the city of and then root for the like they belong.,0,hs_offensive
nobody want no pussy 25 other niggas done had before,0,hs_offensive
jammer just said to me he thought mustard on the beat ho was saying abdullah on the beat this whole time loooooool,0,hs_offensive
"im telling you, shaved pussy is ugly.",0,hs_offensive
no mom. im not dramatic i just have fucking mental problems and youre a bitch and a cunt.,1,hs_offensive
"my son, wyatt do rednecks have mullets to keep from getting red necks?",0,hs_offensive
if i can eat some random bitches ass i can eat iggys ass,0,hs_offensive
i hate you dumb bitches that swear that to be happy you need to be a in a relationship. yall honestly need to revaluate life,0,hs_offensive
im getting trash talked by a 8 year old,0,hs_offensive
fuck wrong w these bitches lately?,0,hs_offensive
"its a joke bitch, fix ya face",0,hs_offensive
its my pussy not yours i think this gotta be my favorite naked picture everdamn,0,hs_offensive
"bitch for who, gap? im a model yall bitches cant tell me nothin",0,hs_offensive
its comfortable but niccas like me say com,1,hs_offensive
why do females think its cute too be rude af all the time and mean for no reason that shit aint cute bitch,0,hs_offensive
unemployed niggas be having all the hoes,0,hs_offensive
i wish the bitch would.,0,hs_offensive
niggas will cheat on a girl then stalk her and call her a hoe for moving on. talking bout she gave up too quick,0,hs_offensive
"females love stealing someones boyfriend, thats not cute yall hoes need some morals life goals",0,hs_offensive
you arent a bitch.,0,hs_offensive
youve got to have smelt a lot of manure before you can sing like a hillbilly.,0,hs_offensive
me when your bitch favorites my tweets,0,hs_offensive
when your at the pharmacist and they tell you your medicine will be ready in 15 mins wtf bitch its been 30,0,hs_offensive
youre such a queer,0,hs_offensive
so who wants to tell the washington post that charlie crist is a democrat?,0,hs_offensive
"im such a bitch, im hard to handle, im stubborn, and i have an attitude. sorry to the people who put up with it",0,hs_offensive
"what i really want is some brownies from h iced latte, my boy, and a blanket w movies. that sounds prettttttty amazi",0,hs_offensive
black girls hoes cause they fuck niggas for money revenge and dumb shit like that,0,hs_offensive
"man these hoes so familiar, one minute on the team next minute they aint with ya.",0,hs_offensive
i love when bitches throw shade. just confirms im doing something right,0,hs_offensive
im crying that bitch going hard,0,hs_offensive
"holder asks, what ag has had to deal with that kind of treatment? tell the whiny little bitch to call alberto gonzales an",0,hs_offensive
"4370 sunnyslope dr, memphis tenn 38141come over and get fucked in the ass you lil skinny bitch, i love read skinny",0,hs_offensive
whatupwyd b in the square wbu?bitch wat u,0,hs_offensive
bitch nigga,0,hs_offensive
bitches be out here eating pussy more than niggas,0,hs_offensive
exactly i miss you bitch!,0,hs_offensive
"if you feel gotta party every weekend for entertainment, ima just assume you embrace partaking in hoe activities",0,hs_offensive
i cant never keep no bitch cause i put them hoze out,0,hs_offensive
im one of those faggots who hates the word mines,0,hs_offensive
lowkey have no hoes and my life is an l,0,hs_offensive
"i went to gnc today and the cashier had bitch, we dont sell chocolate cake here written all over her face when she looke",0,hs_offensive
i hate a always wanna smoke but aint got no money as nigga like bye falisha,0,hs_offensive
ive only watched 10mins of this trash and i feel like i just wasted some valuable minutes of my life that i can never get b,0,hs_offensive
when some bitch flirts with bae,0,hs_offensive
cant turn a hoe into a husband either,0,hs_offensive
duh bitch,0,hs_offensive
screaming like a little bitch lmaooo,0,hs_offensive
trying so hard to resist the urge to smack a bitch,0,hs_offensive
love birds.,0,hs_offensive
i wake up in the middle of the night and chug the orange juice straight from the bottle. sorry mom.,0,hs_offensive
dese hoes be ugly af talking bout if i wanted yo boyfriend i could have him bitch you look like a boyfriend,0,hs_offensive
u dont like me but ya bitch do,0,hs_offensive
more queer lady templars. thats my point.,1,hs_offensive
call it insecure if u want but fuck no my man doesnt need to be friendly or have bitches as friends these hoes ain,0,hs_offensive
where these bitches at,0,hs_offensive
this vine still funny as shit to me many niggers are in my store?,1,hs_offensive
and if you looking for my ill be on these bitches mind,0,hs_offensive
it aint nothing to cut that bitch off,0,hs_offensive
somebody call an ambulance because these bitches dieing for attention,0,hs_offensive
about to rock this bitch with with our beautiful angelic voices,0,hs_offensive
"eugene, come watch me run circles round the rap game like my name was chip kelly in this bitch h",0,hs_offensive
dese hoes be actin up,0,hs_offensive
from my experience these bitches aint shit my pass all bad on 4nem,0,hs_offensive
how you wife dat bitch 2many niggas fucked from my clique 2many niggas actin so rich all dese boppin hoes on my dick,0,hs_offensive
i dont fuck with bitch niggas i only fuck niggas bitches,1,hs_offensive
i hate a bitch that think they crazy,0,hs_offensive
i hate wen hoes lie and say i fucked em,0,hs_offensive
i need a loyal bitch not no goofy bitch,0,hs_offensive
im finna up my bag so im cutting you weak hoes off,0,hs_offensive
ima pull up eat the pussy and dip,0,hs_offensive
never have kids by a fan bitch if so cop lol,0,hs_offensive
no time to play wit bitches,0,hs_offensive
s all my real fans who can wait and not want me to put out trash like other rappers,0,hs_offensive
seem like dese bitches aint loyal,0,hs_offensive
these bitches aint my bitches,0,hs_offensive
people need to mind they business bitch this the internet. stop posting shit then,0,hs_offensive
"a bitch get 20,000 followers shes a boss and starting up a boutique. and wearing shades in public",0,hs_offensive
a good woman comes around every 3 bitches. a good man comes aroundwell u get the point,0,hs_offensive
come this fall im cuffin side bitches. yall had yall time the whole summer,0,hs_offensive
its some good side bitches out here dont let nobody tell u different,0,hs_offensive
maaan these hoes be photoshopping damn you suppose to be that nigga. how you get catfished,0,hs_offensive
most of worried about looking like a hoe. gon regret it when u get older. cuz u missing out on a lot of fun,0,hs_offensive
one good woman is worth a thousand bad bitchesbut i still wanna fuck a thousand bitches,0,hs_offensive
real bitches text u can u talk before they call,0,hs_offensive
regular bitches be trusting niggaz and letting them raw. these hoes know better,0,hs_offensive
stop nuttin in these hoes,0,hs_offensive
this bitch is pregnant dancing her heart out for me and im on instagram. im an asshole,0,hs_offensive
why black women say im gon get me a white man like white guys not dogging bitches too. yall so dumb,0,hs_offensive
bitch you tweaking hoe tweaking hoe,0,hs_offensive
no hoes no baes no dips no nothing,0,hs_offensive
damn i aint got no bitches,0,hs_offensive
too bad im a bitch,0,hs_offensive
and im not stuck up. you niggas just love assuming bitches want yall when we just being nice,0,hs_offensive
"no teabaggers, 9 is not about benghazi, its about those planes and those towers. stop watching fox news.",0,hs_offensive
ive always wanted to do a youtube cover but im too pussy so umm okay how about this._. 35 rts and i will post a cover,0,hs_offensive
youre jealous bitch,0,hs_offensive
hos will literally do anything to say they got a nigga dawg,0,hs_offensive
all my bitches bigger than me they where sizes 9 so i cant fit they shit id looked dumb af,0,hs_offensive
my friends are all dumb hoes who i dont even like,0,hs_offensive
yall females really be cool with cuffin hoe ass niggas nope. couldnt be me.,0,hs_offensive
twitter should dump the little blue bird mascot and just officially change it to a set of boobs.,0,hs_offensive
never go full retard,1,hs_offensive
"the nicer you are, the easier youre hurt. so just be a bitch",0,hs_offensive
im not shy or quiet im just chilling bitch,0,hs_offensive
youre such a bitch me,0,hs_offensive
im such a sarcastic bitch its beautiful,0,hs_offensive
"once i take my bra off, don ask me to do shit for u bitch bc once that bra comes off, i am clocked out of lifei am do",0,hs_offensive
when other girls wear beanies they look cute stylish but when i wear them i look like a member of a drug cartel who sel,0,hs_offensive
school is so pointless. im just trying to pass the class and get out this bitch,0,hs_offensive
white twitter when they get in an argument i wouldve bitch slapped her into,0,hs_offensive
fuck a closed casket bitch put me with the treeslet me rotthrow some seedswater me and give me leaves,0,hs_offensive
smoke sum bitch,0,hs_offensive
"no i want 1 billion dollars 4 bad hoes from da islands and a fine ass genie bitch, but datz none of",0,hs_offensive
i am so pleased and proud to have been announced the sole curator of the soundtrack for mockingjay part 1,0,hs_offensive
ion even ask lightskin bitches for nudes nomo fuck yall,0,hs_offensive
dc fri 1 bengali harlem lost histories south asian am reading 14th st cc,0,hs_offensive
in dc fri 1 bengali harlem reading 14th st http,0,hs_offensive
its to the point that i dont enjoy watching harden anymore. he constantly does that and it pisses me off. stop being a bitch,0,hs_offensive
lmaoooo white people lmaoo filth. when she says come get this pussy,0,hs_offensive
stevie j proved that you can turn a hoe into a housewife,0,hs_offensive
you mine meaning respect the fact that i dont want you talking or anything with a bitch that use to like you,0,hs_offensive
when a bitch trying to flirt with my niggga i be like,0,hs_offensive
falling in love is easy. its falling out of love thats a bitch.,0,hs_offensive
im queer as a three dollar bill and my first response to her coming out was sarcastic wow really? never,0,hs_offensive
"what gerry sends me, that damn jig a boo",0,hs_offensive
"dont play games with a girl who can play better, bitch.",0,hs_offensive
i dont know a bitch in the world that claim they too busy for a nigga they really fuck with.,0,hs_offensive
"attack animals, last house on the left by the lake, and she got colored eyeswe should have known.! lol",0,hs_offensive
hate when i lose something and my mom says i guess it wasnt that important like bitch you lost me in a grocery st,0,hs_offensive
there was a fly that was banging into all the windows and i called it retarded but then i thought to myself umm im talki,0,hs_offensive
great pussy will have you doing shit you would think you would never do,0,hs_offensive
yall ever was in the car with ya moma before and you singing every song come in and she be like bitch you know that sch,0,hs_offensive
true life im an emotional clingy bitch,0,hs_offensive
i have zero hoes,0,hs_offensive
freeze bitch im gonna steal your heart,0,hs_offensive
mansion elan tonight bitch!,0,hs_offensive
im such a bitch lmao i really just say whats on my mind though cant help it,0,hs_offensive
"luckily for my friends im a yellow belt in karate, which is unfortunate for the bonner dudes",0,hs_offensive
"lol why they tryna make mimi out 2 b this bad bitch? she is sooooo weak it makes me mad, and she fucks like a 6th grader",0,hs_offensive
jackie weird like bitch hang with ppl ya age,0,hs_offensive
you can ride for a nigga ya whole life new pussy fuck it up in one night,0,hs_offensive
bitch please i dont even make my own food,0,hs_offensive
"hoes be calling hoes, hoes, when they know they just as much of a hoe as the other hoe they calling a hoe.",0,hs_offensive
myspace died a couple of years ago. facebook in the hospital. twitter at the strip club throwing ones at the big booty hoe,0,hs_offensive
ratchet bitches be like my name is shaniqua asssofathairsoreal brown get it right,0,hs_offensive
youre becoming a real bitch on this car ride. john on me not caring whether or not fountains of wayne makes money on tour,0,hs_offensive
tbt i tried on frenchs outfit for the freshman cover at that shoot high as fuck off weed brownies,0,hs_offensive
all my hoes stay mad at me i keep em hot guess they got a fever,0,hs_offensive
i feel bad for all the homies that suffer from canker sores on the reg. those bitches hinder the spirit,0,hs_offensive
hehe hoe quotes,0,hs_offensive
i need a guy that can put me in my place bitches that think theyre zoo animals,0,hs_offensive
every girl goes thru her hoe phase her freshman year in college,0,hs_offensive
"niggas got a girl, why the fuck you asking girls to text youhoes man hoes",0,hs_offensive
you hoes getting outta hand,0,hs_offensive
you women are not wild animals some you can control your own attitude and put yourself in place u dumb bitch,0,hs_offensive
its britney bitch.,0,hs_offensive
when you look like trash and someone compliments you,0,hs_offensive
bitch you guessed it!,0,hs_offensive
lanait aint nuttin ta fuck that bitch dawg!,0,hs_offensive
duckburgh,0,hs_offensive
twinkle twinkle little star i fucked your bitch and stole your car,0,hs_offensive
bitch nigga qualities is all you can provide.,0,hs_offensive
"yo bitch, what cho name bitch? i wanna fuck ya bitch. things she says to me doe",0,hs_offensive
oreo speedwagon,0,hs_offensive
ive talked too much trash for ou to lose today,0,hs_offensive
youre a cunt. screen shot that,0,hs_offensive
"yes, yes i know all about the fob reconciliation. it was my idea! youre welcome.",0,hs_offensive
you got niggas i got bitches,1,hs_offensive
"last time auditions came to dublin, i auditioned and and a man in a blue monkey s",0,hs_offensive
all these hoes sooo average of course,0,hs_offensive
"maybe yall hoe ass niggas should start considering girls feelings shiii, think about if a nigga is doing what youre doing,",0,hs_offensive
the incredible scales of celestial bodies.,0,hs_offensive
thats the type of bitch that i hate,0,hs_offensive
you little stupid ass bitch i aint fucking with you,0,hs_offensive
yes she is ghetto bitch,0,hs_offensive
shes one of the ugliest women ive ever seen. cross between a reptile and a crow.,1,hs_offensive
muslim jihadi fighters book tickets on cruise ships to syria and iraq,0,hs_offensive
fuck shes a basic bitch,0,hs_offensive
my ex told me once she wanted me to get her a gift that would take her breath away so i got that bitch a treadmill,0,hs_offensive
nun fucking bitches getting money,0,hs_offensive
ily ur a bad bitch,0,hs_offensive
i really do get excited to see my bad bitch association in lunch everyday they always make me laugh,0,hs_offensive
np big nig nig,0,hs_offensive
ya by being your bitch,0,hs_offensive
i love me some down ass bitches.,0,hs_offensive
i wish i had pretty colored eyes.,0,hs_offensive
r u african because ur a frican bitch,0,hs_offensive
if youre a freshman and youve fucked 1 of the boys in the senior class youre a hoe.,0,hs_offensive
pretty bitches rep taylor gang lmfaoo,0,hs_offensive
like bitch. you already know the answer. its all for bri,0,hs_offensive
shimmy shimmy ya bitch,0,hs_offensive
is you a girl or a guy is you my mom or is you my dad? im a butch dyke,1,hs_offensive
i believe the time for uncouth people to be sentenced to death for racial slurs against ne citizens,0,hs_offensive
only an extreme lowlife bitches abt her juniors in public rajdeep reveals his ugly character in ny http,0,hs_offensive
report what u want. but physically chasing is uncivilised also in case of bansal,0,hs_offensive
hoes dont exist hoe in her name,0,hs_offensive
yall look fucking retarded with yalls pants down to your ankles.,0,hs_offensive
when you know you dealing with hoe,0,hs_offensive
amanda wants fizz to protect her.this dude told yo ass on multiple occasions to let this bitch be.,0,hs_offensive
"dont ever be afraid to double bitch down.ppl always expect you to be like, im sorry if i got loud. or, im sorry to s",0,hs_offensive
i thank every broad in the universe who takes that step forward colored contacts in her eyes.thats one less person,0,hs_offensive
gets irritated by jealous bitches.,0,hs_offensive
come on yankees lets keep this game going we must win,0,hs_offensive
an inmate sums up what return means for,0,hs_offensive
hell yeah benihana up in this bitch,0,hs_offensive
"you called me a pussy, tough guy? lets see how tegan right bicep and sara left bicep feel about that",0,hs_offensive
"martin short on conan oct 3, 2014with your yellow skin and red hair you look like a pencil.",0,hs_offensive
on the most corrupt administration ever! in the wh harry reid is his bitch.,0,hs_offensive
yall have six different personalities and 3 different bitches you spit game to and lie 24 but we need to grow up? lm,0,hs_offensive
"good morning to you, too, sunshine! dirty bitch",0,hs_offensive
in which i refresh dhimmi seattle mayor ed murrays poor memory of citys long history as a jihadi breeding ground h,0,hs_offensive
mass. gop gov. charlie baker no drivers licenses for illegal aliens,0,hs_offensive
all these forms and bitch you still dont get what im saiyan,0,hs_offensive
cuz bitches love pizza,0,hs_offensive
when lil wayne said why give a bitch ya heart when she rather have a purse,0,hs_offensive
"bitches came over, yeah we threw a party",0,hs_offensive
but then again i aint never worried bout no bitch nor nigga,0,hs_offensive
donnas taxes are gonna go up.,0,hs_offensive
